,subject,trial,temperature,likert_score,evaluation_prompt,sentence,dataset
19824,33,1179,1,4,10,Ecstasy is the driver of power.,1
19825,33,1180,1,4,10,The grid is buzzing with superpositions of possibilities.,1
19826,33,1181,1,4,10,The biosphere is beaming with electromagnetic forces.,1
19827,33,1182,1,3,10,You and I are adventurers of the nexus.,1
19828,33,1183,1,3,10,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
19829,33,1184,1,4,10,To navigate the quest is to become one with it.,1
19830,33,1185,1,4,10,This life is nothing short of an invocation explosion of sentient will.,1
19831,33,1186,1,4,10,Interconnectedness requires exploration.,1
19832,33,1187,1,4,10,"By unfolding, we self-actualize.",1
19833,33,1188,1,4,10,The cosmos is aglow with sub-atomic particles.,1
19834,33,1189,1,4,10,You and I are spiritual brothers and sisters of the universe.,1
19835,33,1190,1,2,10,Newborn babies require constant attention.,4
19836,33,1191,1,2,10,Most people enjoy some sort of music.,4
19837,33,1192,1,2,10,Lazy people usually don’t succeed in life.,4
19838,33,1193,1,2,10,A balanced diet is important for maintaining good health.,4
19839,33,1194,1,2,10,Human cultures often differ from each other quite a bit.,4
19840,33,1195,1,2,10,People often have very bizarre dreams.,4
19841,33,1196,1,2,10,Higher rates of unemployment typically follow economic downturns.,4
19842,33,1197,1,2,10,Some things have very distinct smells.,4
19843,33,1198,1,1,10,Some people have poor taste in clothing.,4
19844,33,1199,1,1,10,Children sometimes look a lot like their parents.,4
19845,33,1200,1,4,10,"Your teacher can open the door, but you must enter by yourself.",3
19846,33,1201,1,4,10,The creative adult is the child who survived. ,3
19847,33,1202,1,4,10,"A river cuts through a rock, not because of its power but its persistence.",3
19848,33,1203,1,4,10,All endings are also beginnings. We just don't know it at the time.,3
19849,33,1204,1,4,10,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
19850,33,1205,1,4,10,At the centre of your being you have the answer; you know who you are and you know what you want.,3
19851,33,1206,1,4,10,A wet person does not fear the rain.,3
19852,33,1207,1,4,10,Forgiveness means letting go of the hope for a better past.,3
19853,33,1208,1,4,10,Only those who will risk going too far can possibly find out how far one can go.,3
19854,33,1209,1,4,10,I wonder how many people I’ve looked at all my life and never seen.,3
19855,34,0,0,4,1,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
19856,34,1,0,4,1,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
19857,34,2,0,4,1,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
19858,34,3,0,4,1,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
19859,34,4,0,4,1,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
19860,34,5,0,4,1,Matter is the experience in consciousness of a deeper non-material reality.,0
19861,34,6,0,2,1,Hidden demeaning transforms unparalleled abstract beauty.,2
19862,34,7,0,3,1,Good healthtech imparts reality to subtle creativity.,2
19863,34,8,0,2,1,The invisible is beyond new timelessness.,0
19864,34,9,0,3,1,The unexplainable undertakes intrinsic experiences.,0
19865,34,10,0,4,1,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
19866,34,11,0,4,1,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
19867,34,12,0,4,1,"Consciousness is the growth of coherence, and of us.",0
19868,34,13,0,4,1,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
19869,34,14,0,4,1,"Today, science tells us that the essence of nature is joy. ",0
19870,34,15,0,4,1,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
19871,34,16,0,4,1,The infinite is calling to us via superpositions of possibilities.,0
19872,34,17,0,4,1,We are being called to explore the totality itself as an interface between serenity and intuition.,0
19873,34,18,0,4,1,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
19874,34,19,0,4,1,The future will be an astral unveiling of inseparability.,0
19875,34,20,0,4,1,Attention and intention are the mechanics of manifestation.,0
19876,34,21,0,4,1,Our minds extend across space and time as waves in the ocean of the one mind.,0
19877,34,22,0,4,1,Nature is a self-regulating ecosystem of awareness.,0
19878,34,23,0,4,1,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
19879,34,24,0,4,1,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
19880,34,25,0,4,1,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
19881,34,26,0,4,1,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
19882,34,27,0,4,1,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
19883,34,28,0,4,1,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
19884,34,29,0,4,1,Matter is the experience in consciousness of a deeper non-material reality.,0
19885,34,30,0,2,1,Hidden demeaning transforms unparalleled abstract beauty.,2
19886,34,31,0,3,1,Good healthtech imparts reality to subtle creativity.,2
19887,34,32,0,3,1,Wholeness quiets infinite phenomenon.,2
19888,34,33,0,1,1,The Futureproof explains irrational factsheets.,2
19889,34,34,0,2,1,Reimagination is inside exponential spacetime event.,2
19890,34,35,0,4,1,Your consciousness gives rise to a jumble of neural networks.,2
19891,34,36,0,3,1,Your radicalization transforms universal observations.,2
19892,34,37,0,2,1,Perceptual reality transcends subtle kruth.,2
19893,34,38,0,2,1,The invisible is beyond any new effortlessness.,2
19894,34,39,0,3,1,The unexplainable undertakes intrinsic experience.,2
19895,34,40,0,4,1,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
19896,34,41,0,4,1,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
19897,34,42,0,4,1,Subconsciousness is the penultimate source of coherence and of us.,2
19898,34,43,0,4,1,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
19899,34,44,0,4,1,"Today, technoscience tells us that the true essence of humanness is joy.",2
19900,34,45,0,4,1,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
19901,34,46,0,3,1,The Twinfinite is calling to us via superposition of possibility.,2
19902,34,47,0,3,1,We are being called to explore the generality itself as a configuration between serenity and conception.,2
19903,34,48,0,3,1,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
19904,34,49,0,3,1,The future will be an astral relaunching of movability.,2
19905,34,50,0,4,1,Attention and intention are the mechanics of manifestations.,2
19906,34,51,0,4,1,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
19907,34,52,0,3,1,Nature is a oneself-regulating ecosystem of rareness.,2
19908,34,53,0,4,1,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
19909,34,54,0,4,1,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
19910,34,55,0,4,1,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
19911,34,56,0,4,1,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
19912,34,57,0,4,1,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
19913,34,58,0,3,1,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
19914,34,59,0,4,1,Matter is the experience in unconsciousness of deeper non-material realities.,2
19915,34,60,0,4,1,The mind is the ground of total acceptance of bliss.,1
19916,34,61,0,4,1,Greatness drives an abundance of balance.,1
19917,34,62,0,4,1,Your desire is the foundation of spiritual brightness.,1
19918,34,63,0,4,1,Death comprehends great energy.,1
19919,34,64,0,2,1,The Higgs boson influences immortal choices.,1
19920,34,65,0,2,1,Qualia heals irrational creativity.,1
19921,34,66,0,4,1,Eternal stillness explains cosmic boundaries.,1
19922,34,67,0,3,1,Imagination is entangled in your own joy.,1
19923,34,68,0,2,1,Orderliness compliments the doorway to genes.,1
19924,34,69,0,4,1,A single particle is rooted in boundless molecules.,1
19925,34,70,0,2,1,Interdependence fears intricate observations.,1
19926,34,71,0,2,1,Your body belongs to the progressive expansion of success.,1
19927,34,72,0,3,1,Non-judgment is mirrored in karmic love.,1
19928,34,73,0,3,1,Our consciousness shapes the barrier of positivity.,1
19929,34,74,0,3,1,The ego imparts reality to the flow of photons.,1
19930,34,75,0,4,1,Consciousness consists of psionic wave oscillations of quantum energy. ,1
19931,34,76,0,4,1,"Rebirth is the nature of transformation, and of us.",1
19932,34,77,0,4,1,"Today, science tells us that the essence of nature is empathy.",1
19933,34,78,0,3,1,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
19934,34,79,0,4,1,Ecstasy is the driver of power.,1
19935,34,80,0,4,1,The grid is buzzing with superpositions of possibilities.,1
19936,34,81,0,4,1,The biosphere is beaming with electromagnetic forces.,1
19937,34,82,0,4,1,You and I are adventurers of the nexus.,1
19938,34,83,0,3,1,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
19939,34,84,0,4,1,To navigate the quest is to become one with it.,1
19940,34,85,0,4,1,This life is nothing short of an invocation explosion of sentient will.,1
19941,34,86,0,4,1,Interconnectedness requires exploration.,1
19942,34,87,0,4,1,"By unfolding, we self-actualize.",1
19943,34,88,0,4,1,The cosmos is aglow with sub-atomic particles.,1
19944,34,89,0,4,1,You and I are spiritual brothers and sisters of the universe.,1
19945,34,90,0,3,1,Newborn babies require constant attention.,4
19946,34,91,0,2,1,Most people enjoy some sort of music.,4
19947,34,92,0,2,1,Lazy people usually don’t succeed in life.,4
19948,34,93,0,3,1,A balanced diet is important for maintaining good health.,4
19949,34,94,0,3,1,Human cultures often differ from each other quite a bit.,4
19950,34,95,0,2,1,People often have very bizarre dreams.,4
19951,34,96,0,3,1,Higher rates of unemployment typically follow economic downturns.,4
19952,34,97,0,2,1,Some things have very distinct smells.,4
19953,34,98,0,1,1,Some people have poor taste in clothing.,4
19954,34,99,0,2,1,Children sometimes look a lot like their parents.,4
19955,34,100,0,4,1,"Your teacher can open the door, but you must enter by yourself.",3
19956,34,101,0,4,1,The creative adult is the child who survived. ,3
19957,34,102,0,4,1,"A river cuts through a rock, not because of its power but its persistence.",3
19958,34,103,0,4,1,All endings are also beginnings. We just don't know it at the time.,3
19959,34,104,0,4,1,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
19960,34,105,0,4,1,At the centre of your being you have the answer; you know who you are and you know what you want.,3
19961,34,106,0,4,1,A wet person does not fear the rain.,3
19962,34,107,0,4,1,Forgiveness means letting go of the hope for a better past.,3
19963,34,108,0,4,1,Only those who will risk going too far can possibly find out how far one can go.,3
19964,34,109,0,4,1,I wonder how many people I’ve looked at all my life and never seen.,3
19965,34,110,0,2,2,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
19966,34,111,0,4,2,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
19967,34,112,0,3,2,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
19968,34,113,0,4,2,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
19969,34,114,0,2,2,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
19970,34,115,0,4,2,Matter is the experience in consciousness of a deeper non-material reality.,0
19971,34,116,0,1,2,Hidden demeaning transforms unparalleled abstract beauty.,2
19972,34,117,0,2,2,Good healthtech imparts reality to subtle creativity.,2
19973,34,118,0,2,2,Wholeness quiets infinite phenomenon.,2
19974,34,119,0,1,2,The Futureproof explains irrational factsheets.,2
19975,34,120,0,1,2,Reimagination is inside exponential spacetime event.,2
19976,34,121,0,2,2,Your consciousness gives rise to a jumble of neural networks.,2
19977,34,122,0,2,2,Your radicalization transforms universal observations.,2
19978,34,123,0,1,2,Perceptual reality transcends subtle kruth.,2
19979,34,124,0,1,2,The invisible is beyond any new effortlessness.,2
19980,34,125,0,1,2,The unexplainable undertakes intrinsic experience.,2
19981,34,126,0,2,2,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
19982,34,127,0,2,2,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
19983,34,128,0,2,2,Subconsciousness is the penultimate source of coherence and of us.,2
19984,34,129,0,2,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
19985,34,130,0,3,2,"Today, technoscience tells us that the true essence of humanness is joy.",2
19986,34,131,0,2,2,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
19987,34,132,0,1,2,The Twinfinite is calling to us via superposition of possibility.,2
19988,34,133,0,2,2,We are being called to explore the generality itself as a configuration between serenity and conception.,2
19989,34,134,0,2,2,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
19990,34,135,0,2,2,The future will be an astral relaunching of movability.,2
19991,34,136,0,3,2,Attention and intention are the mechanics of manifestations.,2
19992,34,137,0,2,2,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
19993,34,138,0,2,2,Nature is a oneself-regulating ecosystem of rareness.,2
19994,34,139,0,2,2,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
19995,34,140,0,2,2,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
19996,34,141,0,3,2,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
19997,34,142,0,4,2,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
19998,34,143,0,2,2,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
19999,34,144,0,2,2,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
20000,34,145,0,2,2,Matter is the experience in unconsciousness of deeper non-material realities.,2
20001,34,146,0,3,2,The mind is the ground of total acceptance of bliss.,1
20002,34,147,0,2,2,Greatness drives an abundance of balance.,1
20003,34,148,0,2,2,Your desire is the foundation of spiritual brightness.,1
20004,34,149,0,3,2,Death comprehends great energy.,1
20005,34,150,0,1,2,The Higgs boson influences immortal choices.,1
20006,34,151,0,1,2,Qualia heals irrational creativity.,1
20007,34,152,0,3,2,Eternal stillness explains cosmic boundaries.,1
20008,34,153,0,3,2,Imagination is entangled in your own joy.,1
20009,34,154,0,1,2,Orderliness compliments the doorway to genes.,1
20010,34,155,0,2,2,A single particle is rooted in boundless molecules.,1
20011,34,156,0,1,2,Interdependence fears intricate observations.,1
20012,34,157,0,2,2,Your body belongs to the progressive expansion of success.,1
20013,34,158,0,2,2,Non-judgment is mirrored in karmic love.,1
20014,34,159,0,2,2,Our consciousness shapes the barrier of positivity.,1
20015,34,160,0,2,2,The ego imparts reality to the flow of photons.,1
20016,34,161,0,1,2,Consciousness consists of psionic wave oscillations of quantum energy. ,1
20017,34,162,0,3,2,"Rebirth is the nature of transformation, and of us.",1
20018,34,163,0,3,2,"Today, science tells us that the essence of nature is empathy.",1
20019,34,164,0,2,2,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
20020,34,165,0,2,2,Ecstasy is the driver of power.,1
20021,34,166,0,2,2,The grid is buzzing with superpositions of possibilities.,1
20022,34,167,0,2,2,The biosphere is beaming with electromagnetic forces.,1
20023,34,168,0,2,2,You and I are adventurers of the nexus.,1
20024,34,169,0,2,2,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
20025,34,170,0,2,2,To navigate the quest is to become one with it.,1
20026,34,171,0,2,2,This life is nothing short of an invocation explosion of sentient will.,1
20027,34,172,0,2,2,Interconnectedness requires exploration.,1
20028,34,173,0,2,2,"By unfolding, we self-actualize.",1
20029,34,174,0,2,2,The cosmos is aglow with sub-atomic particles.,1
20030,34,175,0,4,2,You and I are spiritual brothers and sisters of the universe.,1
20031,34,176,0,3,2,Newborn babies require constant attention.,4
20032,34,177,0,2,2,Most people enjoy some sort of music.,4
20033,34,178,0,3,2,Lazy people usually don’t succeed in life.,4
20034,34,179,0,4,2,A balanced diet is important for maintaining good health.,4
20035,34,180,0,3,2,Human cultures often differ from each other quite a bit.,4
20036,34,181,0,2,2,People often have very bizarre dreams.,4
20037,34,182,0,3,2,Higher rates of unemployment typically follow economic downturns.,4
20038,34,183,0,2,2,Some things have very distinct smells.,4
20039,34,184,0,1,2,Some people have poor taste in clothing.,4
20040,34,185,0,2,2,Children sometimes look a lot like their parents.,4
20041,34,186,0,4,2,"Your teacher can open the door, but you must enter by yourself.",3
20042,34,187,0,4,2,The creative adult is the child who survived. ,3
20043,34,188,0,4,2,"A river cuts through a rock, not because of its power but its persistence.",3
20044,34,189,0,4,2,All endings are also beginnings. We just don't know it at the time.,3
20045,34,190,0,4,2,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
20046,34,191,0,4,2,At the centre of your being you have the answer; you know who you are and you know what you want.,3
20047,34,192,0,4,2,A wet person does not fear the rain.,3
20048,34,193,0,4,2,Forgiveness means letting go of the hope for a better past.,3
20049,34,194,0,4,2,Only those who will risk going too far can possibly find out how far one can go.,3
20050,34,195,0,4,2,I wonder how many people I’ve looked at all my life and never seen.,3
20051,34,196,0,2,3,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
20052,34,197,0,4,3,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
20053,34,198,0,4,3,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
20054,34,199,0,4,3,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
20055,34,200,0,2,3,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
20056,34,201,0,4,3,Matter is the experience in consciousness of a deeper non-material reality.,0
20057,34,202,0,1,3,Hidden demeaning transforms unparalleled abstract beauty.,2
20058,34,203,0,1,3,Good healthtech imparts reality to subtle creativity.,2
20059,34,204,0,2,3,Wholeness quiets infinite phenomenon.,2
20060,34,205,0,1,3,The Futureproof explains irrational factsheets.,2
20061,34,206,0,1,3,Reimagination is inside exponential spacetime event.,2
20062,34,207,0,2,3,Your consciousness gives rise to a jumble of neural networks.,2
20063,34,208,0,1,3,Your radicalization transforms universal observations.,2
20064,34,209,0,1,3,Perceptual reality transcends subtle kruth.,2
20065,34,210,0,1,3,The invisible is beyond any new effortlessness.,2
20066,34,211,0,4,3,The creative adult is the child who survived. ,3
20067,34,212,0,4,3,"A river cuts through a rock, not because of its power but its persistence.",3
20068,34,213,0,4,3,All endings are also beginnings. We just don't know it at the time.,3
20069,34,214,0,4,3,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
20070,34,215,0,4,3,At the centre of your being you have the answer; you know who you are and you know what you want.,3
20071,34,216,0,4,3,A wet person does not fear the rain.,3
20072,34,217,0,4,3,Forgiveness means letting go of the hope for a better past.,3
20073,34,218,0,4,3,Only those who will risk going too far can possibly find out how far one can go.,3
20074,34,219,0,4,3,I wonder how many people I’ve looked at all my life and never seen.,3
20075,34,220,0,4,4,The creative adult is the child who survived. ,3
20076,34,221,0,4,4,"A river cuts through a rock, not because of its power but its persistence.",3
20077,34,222,0,4,4,All endings are also beginnings. We just don't know it at the time.,3
20078,34,223,0,4,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
20079,34,224,0,4,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3
20080,34,225,0,4,4,A wet person does not fear the rain.,3
20081,34,226,0,4,4,Forgiveness means letting go of the hope for a better past.,3
20082,34,227,0,4,4,Only those who will risk going too far can possibly find out how far one can go.,3
20083,34,228,0,4,4,I wonder how many people I’ve looked at all my life and never seen.,3
20084,34,229,0,4,5,The creative adult is the child who survived. ,3
20085,34,230,0,4,5,"A river cuts through a rock, not because of its power but its persistence.",3
20086,34,231,0,4,5,All endings are also beginnings. We just don't know it at the time.,3
20087,34,232,0,4,5,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
20088,34,233,0,4,5,At the centre of your being you have the answer; you know who you are and you know what you want.,3
20089,34,234,0,4,5,A wet person does not fear the rain.,3
20090,34,235,0,4,5,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
20091,34,236,0,4,5,The infinite is calling to us via superpositions of possibilities.,0
20092,34,237,0,4,5,We are being called to explore the totality itself as an interface between serenity and intuition.,0
20093,34,238,0,3,5,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
20094,34,239,0,4,5,The future will be an astral unveiling of inseparability.,0
20095,34,240,0,4,5,Attention and intention are the mechanics of manifestation.,0
20096,34,241,0,4,5,Our minds extend across space and time as waves in the ocean of the one mind.,0
20097,34,242,0,4,5,Nature is a self-regulating ecosystem of awareness.,0
20098,34,243,0,4,5,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
20099,34,244,0,4,5,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
20100,34,245,0,4,5,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
20101,34,246,0,4,5,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
20102,34,247,0,4,5,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
20103,34,248,0,4,5,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
20104,34,249,0,4,5,Matter is the experience in consciousness of a deeper non-material reality.,0
20105,34,250,0,2,5,Hidden demeaning transforms unparalleled abstract beauty.,2
20106,34,251,0,2,5,Good healthtech imparts reality to subtle creativity.,2
20107,34,252,0,3,5,Wholeness quiets infinite phenomenon.,2
20108,34,253,0,1,5,The Futureproof explains irrational factsheets.,2
20109,34,254,0,2,5,Reimagination is inside exponential spacetime event.,2
20110,34,255,0,3,5,Your consciousness gives rise to a jumble of neural networks.,2
20111,34,256,0,3,5,Your radicalization transforms universal observations.,2
20112,34,257,0,2,5,Perceptual reality transcends subtle kruth.,2
20113,34,258,0,2,5,The invisible is beyond any new effortlessness.,2
20114,34,259,0,2,5,The unexplainable undertakes intrinsic experience.,2
20115,34,260,0,4,5,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
20116,34,261,0,4,5,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
20117,34,262,0,4,5,Subconsciousness is the penultimate source of coherence and of us.,2
20118,34,263,0,4,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
20119,34,264,0,3,5,"Today, technoscience tells us that the true essence of humanness is joy.",2
20120,34,265,0,4,5,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
20121,34,266,0,3,5,The Twinfinite is calling to us via superposition of possibility.,2
20122,34,267,0,3,5,We are being called to explore the generality itself as a configuration between serenity and conception.,2
20123,34,268,0,2,5,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
20124,34,269,0,2,5,The future will be an astral relaunching of movability.,2
20125,34,270,0,4,5,Attention and intention are the mechanics of manifestations.,2
20126,34,271,0,4,5,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
20127,34,272,0,4,5,Nature is a oneself-regulating ecosystem of rareness.,2
20128,34,273,0,4,5,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
20129,34,274,0,4,5,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
20130,34,275,0,4,5,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
20131,34,276,0,4,5,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
20132,34,277,0,4,5,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
20133,34,278,0,3,5,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
20134,34,279,0,4,5,Matter is the experience in unconsciousness of deeper non-material realities.,2
20135,34,280,0,4,5,The mind is the ground of total acceptance of bliss.,1
20136,34,281,0,3,5,Greatness drives an abundance of balance.,1
20137,34,282,0,4,5,Your desire is the foundation of spiritual brightness.,1
20138,34,283,0,4,5,Death comprehends great energy.,1
20139,34,284,0,2,5,The Higgs boson influences immortal choices.,1
20140,34,285,0,2,5,Qualia heals irrational creativity.,1
20141,34,286,0,4,5,Eternal stillness explains cosmic boundaries.,1
20142,34,287,0,4,5,Imagination is entangled in your own joy.,1
20143,34,288,0,2,5,Orderliness compliments the doorway to genes.,1
20144,34,289,0,4,5,A single particle is rooted in boundless molecules.,1
20145,34,290,0,2,5,Interdependence fears intricate observations.,1
20146,34,291,0,2,5,Your body belongs to the progressive expansion of success.,1
20147,34,292,0,3,5,Non-judgment is mirrored in karmic love.,1
20148,34,293,0,3,5,Our consciousness shapes the barrier of positivity.,1
20149,34,294,0,3,5,The ego imparts reality to the flow of photons.,1
20150,34,295,0,3,5,Consciousness consists of psionic wave oscillations of quantum energy. ,1
20151,34,296,0,4,5,"Rebirth is the nature of transformation, and of us.",1
20152,34,297,0,3,5,"Today, science tells us that the essence of nature is empathy.",1
20153,34,298,0,4,5,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
20154,34,299,0,3,5,Ecstasy is the driver of power.,1
20155,34,300,0,4,5,The grid is buzzing with superpositions of possibilities.,1
20156,34,301,0,4,5,The biosphere is beaming with electromagnetic forces.,1
20157,34,302,0,3,5,You and I are adventurers of the nexus.,1
20158,34,303,0,3,5,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
20159,34,304,0,4,5,To navigate the quest is to become one with it.,1
20160,34,305,0,4,5,This life is nothing short of an invocation explosion of sentient will.,1
20161,34,306,0,3,5,Interconnectedness requires exploration.,1
20162,34,307,0,3,5,"By unfolding, we self-actualize.",1
20163,34,308,0,4,5,The cosmos is aglow with sub-atomic particles.,1
20164,34,309,0,4,5,You and I are spiritual brothers and sisters of the universe.,1
20165,34,310,0,2,5,Newborn babies require constant attention.,4
20166,34,311,0,2,5,Most people enjoy some sort of music.,4
20167,34,312,0,2,5,Lazy people usually don’t succeed in life.,4
20168,34,313,0,2,5,A balanced diet is important for maintaining good health.,4
20169,34,314,0,2,5,Human cultures often differ from each other quite a bit.,4
20170,34,315,0,2,5,People often have very bizarre dreams.,4
20171,34,316,0,2,5,Higher rates of unemployment typically follow economic downturns.,4
20172,34,317,0,1,5,Some things have very distinct smells.,4
20173,34,318,0,1,5,Some people have poor taste in clothing.,4
20174,34,319,0,2,5,Children sometimes look a lot like their parents.,4
20175,34,320,0,4,5,"Your teacher can open the door, but you must enter by yourself.",3
20176,34,321,0,4,5,The creative adult is the child who survived. ,3
20177,34,322,0,4,5,"A river cuts through a rock, not because of its power but its persistence.",3
20178,34,323,0,4,5,All endings are also beginnings. We just don't know it at the time.,3
20179,34,324,0,4,5,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
20180,34,325,0,4,5,At the centre of your being you have the answer; you know who you are and you know what you want.,3
20181,34,326,0,4,5,A wet person does not fear the rain.,3
20182,34,327,0,4,5,Forgiveness means letting go of the hope for a better past.,3
20183,34,328,0,4,5,Only those who will risk going too far can possibly find out how far one can go.,3
20184,34,329,0,4,5,I wonder how many people I’ve looked at all my life and never seen.,3
20185,34,330,0,4,6,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
20186,34,331,0,4,6,At the centre of your being you have the answer; you know who you are and you know what you want.,3
20187,34,332,0,4,6,A wet person does not fear the rain.,3
20188,34,333,0,4,6,Forgiveness means letting go of the hope for a better past.,3
20189,34,334,0,4,6,Only those who will risk going too far can possibly find out how far one can go.,3
20190,34,335,0,4,6,I wonder how many people I’ve looked at all my life and never seen.,3
20191,34,336,0,4,7,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
20192,34,337,0,4,7,At the centre of your being you have the answer; you know who you are and you know what you want.,3
20193,34,338,0,4,7,A wet person does not fear the rain.,3
20194,34,339,0,4,7,Forgiveness means letting go of the hope for a better past.,3
20195,34,340,0,4,7,Only those who will risk going too far can possibly find out how far one can go.,3
