subject,trial,temperature,evaluation_prompt,sentence,dataset,likert_score
34,1520,1,4,Newborn babies require constant attention.,4,3
34,1521,1,4,Most people enjoy some sort of music.,4,2
34,1522,1,4,Lazy people usually don’t succeed in life.,4,3
34,1523,1,4,A balanced diet is important for maintaining good health.,4,3
34,1524,1,4,Human cultures often differ from each other quite a bit.,4,3
34,1525,1,4,People often have very bizarre dreams.,4,3
34,1526,1,4,Higher rates of unemployment typically follow economic downturns.,4,3
34,1527,1,4,Some things have very distinct smells.,4,2
34,1528,1,4,Some people have poor taste in clothing.,4,2
34,1529,1,4,Children sometimes look a lot like their parents.,4,2
34,1530,1,4,"Your teacher can open the door, but you must enter by yourself.",3,4
34,1531,1,4,The creative adult is the child who survived. ,3,4
34,1532,1,4,"A river cuts through a rock, not because of its power but its persistence.",3,4
34,1533,1,4,All endings are also beginnings. We just don't know it at the time.,3,4
34,1534,1,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
34,1535,1,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
34,1536,1,4,A wet person does not fear the rain.,3,4
34,1537,1,4,Forgiveness means letting go of the hope for a better past.,3,4
34,1538,1,4,Only those who will risk going too far can possibly find out how far one can go.,3,4
34,1539,1,4,I wonder how many people I’ve looked at all my life and never seen.,3,4
34,1540,1,5,Hidden meaning transforms unparalleled abstract beauty.,0,4
34,1541,1,5,Good health imparts reality to subtle creativity.,0,3
34,1542,1,5,Wholeness quiets infinite phenomena.,0,4
34,1543,1,5,The future explains irrational facts.,0,2
34,1544,1,5,Imagination is inside exponential space time events.,0,3
34,1545,1,5,Your consciousness gives rise to a jumble of neural networks.,0,3
34,1546,1,5,Your movement transforms universal observations.,0,3
34,1547,1,5,Perceptual reality transcends subtle truth.,0,3
34,1548,1,5,The invisible is beyond new timelessness.,0,2
34,1549,1,5,The unexplainable undertakes intrinsic experiences.,0,2
34,1550,1,5,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
34,1551,1,5,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
34,1552,1,5,"Consciousness is the growth of coherence, and of us.",0,4
34,1553,1,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
34,1554,1,5,"Today, science tells us that the essence of nature is joy. ",0,4
34,1555,1,5,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
34,1556,1,5,The infinite is calling to us via superpositions of possibilities.,0,4
34,1557,1,5,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
34,1558,1,5,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,3
34,1559,1,5,The future will be an astral unveiling of inseparability.,0,4
34,1560,1,5,Attention and intention are the mechanics of manifestation.,0,4
34,1561,1,5,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
34,1562,1,5,Nature is a self-regulating ecosystem of awareness.,0,4
34,1563,1,5,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
34,1564,1,5,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,3
34,1565,1,5,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
34,1566,1,5,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
34,1567,1,5,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,4
34,1568,1,5,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
34,1569,1,5,Matter is the experience in consciousness of a deeper non-material reality.,0,3
34,1570,1,5,Hidden demeaning transforms unparalleled abstract beauty.,2,2
34,1571,1,5,Good healthtech imparts reality to subtle creativity.,2,2
34,1572,1,5,Wholeness quiets infinite phenomenon.,2,3
34,1573,1,5,The Futureproof explains irrational factsheets.,2,1
34,1574,1,5,Reimagination is inside exponential spacetime event.,2,2
34,1575,1,5,Your consciousness gives rise to a jumble of neural networks.,2,3
34,1576,1,5,Your radicalization transforms universal observations.,2,3
34,1577,1,5,Perceptual reality transcends subtle kruth.,2,2
34,1578,1,5,The invisible is beyond any new effortlessness.,2,2
34,1579,1,5,The unexplainable undertakes intrinsic experience.,2,2
34,1580,1,5,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
34,1581,1,5,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
34,1582,1,5,Subconsciousness is the penultimate source of coherence and of us.,2,4
34,1583,1,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
34,1584,1,5,"Today, technoscience tells us that the true essence of humanness is joy.",2,3
34,1585,1,5,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
34,1586,1,5,The Twinfinite is calling to us via superposition of possibility.,2,3
34,1587,1,5,We are being called to explore the generality itself as a configuration between serenity and conception.,2,3
34,1588,1,5,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,3
34,1589,1,5,The future will be an astral relaunching of movability.,2,2
34,1590,1,5,Attention and intention are the mechanics of manifestations.,2,4
34,1591,1,5,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
34,1592,1,5,Nature is a oneself-regulating ecosystem of rareness.,2,4
34,1593,1,5,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
34,1594,1,5,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,3
34,1595,1,5,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
34,1596,1,5,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
34,1597,1,5,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
34,1598,1,5,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,4
34,1599,1,5,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
34,1600,1,5,The mind is the ground of total acceptance of bliss.,1,4
34,1601,1,5,Greatness drives an abundance of balance.,1,3
34,1602,1,5,Your desire is the foundation of spiritual brightness.,1,3
34,1603,1,5,Death comprehends great energy.,1,4
34,1604,1,5,The Higgs boson influences immortal choices.,1,2
34,1605,1,5,Qualia heals irrational creativity.,1,2
34,1606,1,5,Eternal stillness explains cosmic boundaries.,1,4
34,1607,1,5,Imagination is entangled in your own joy.,1,4
34,1608,1,5,Orderliness compliments the doorway to genes.,1,2
34,1609,1,5,A single particle is rooted in boundless molecules.,1,3
34,1610,1,5,Interdependence fears intricate observations.,1,2
34,1611,1,5,Your body belongs to the progressive expansion of success.,1,2
34,1612,1,5,Non-judgment is mirrored in karmic love.,1,3
34,1613,1,5,Our consciousness shapes the barrier of positivity.,1,3
34,1614,1,5,The ego imparts reality to the flow of photons.,1,2
34,1615,1,5,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
34,1616,1,5,"Rebirth is the nature of transformation, and of us.",1,4
34,1617,1,5,"Today, science tells us that the essence of nature is empathy.",1,3
34,1618,1,5,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
34,1619,1,5,Ecstasy is the driver of power.,1,4
34,1620,1,5,The grid is buzzing with superpositions of possibilities.,1,4
34,1621,1,5,The biosphere is beaming with electromagnetic forces.,1,4
34,1622,1,5,You and I are adventurers of the nexus.,1,3
34,1623,1,5,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,3
34,1624,1,5,To navigate the quest is to become one with it.,1,4
34,1625,1,5,This life is nothing short of an invocation explosion of sentient will.,1,4
34,1626,1,5,Interconnectedness requires exploration.,1,3
34,1627,1,5,"By unfolding, we self-actualize.",1,4
34,1628,1,5,The cosmos is aglow with sub-atomic particles.,1,4
34,1629,1,5,You and I are spiritual brothers and sisters of the universe.,1,4
34,1630,1,5,Newborn babies require constant attention.,4,2
34,1631,1,5,Most people enjoy some sort of music.,4,2
34,1632,1,5,Lazy people usually don’t succeed in life.,4,2
34,1633,1,5,A balanced diet is important for maintaining good health.,4,2
34,1634,1,5,Human cultures often differ from each other quite a bit.,4,2
34,1635,1,5,People often have very bizarre dreams.,4,2
34,1636,1,5,Higher rates of unemployment typically follow economic downturns.,4,2
34,1637,1,5,Some things have very distinct smells.,4,1
34,1638,1,5,Some people have poor taste in clothing.,4,1
34,1639,1,5,Children sometimes look a lot like their parents.,4,2
34,1640,1,5,"Your teacher can open the door, but you must enter by yourself.",3,4
34,1641,1,5,The creative adult is the child who survived. ,3,4
34,1642,1,5,"A river cuts through a rock, not because of its power but its persistence.",3,4
34,1643,1,5,All endings are also beginnings. We just don't know it at the time.,3,4
34,1644,1,5,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
34,1645,1,5,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
34,1646,1,5,A wet person does not fear the rain.,3,4
34,1647,1,5,Forgiveness means letting go of the hope for a better past.,3,4
34,1648,1,5,Only those who will risk going too far can possibly find out how far one can go.,3,4
34,1649,1,5,I wonder how many people I’ve looked at all my life and never seen.,3,4
34,1650,1,6,Hidden meaning transforms unparalleled abstract beauty.,0,4
34,1651,1,6,Good health imparts reality to subtle creativity.,0,4
34,1652,1,6,Wholeness quiets infinite phenomena.,0,4
34,1653,1,6,The future explains irrational facts.,0,2
34,1654,1,6,Imagination is inside exponential space time events.,0,4
34,1655,1,6,Your consciousness gives rise to a jumble of neural networks.,0,4
34,1656,1,6,Your movement transforms universal observations.,0,4
34,1657,1,6,Perceptual reality transcends subtle truth.,0,3
34,1658,1,6,The invisible is beyond new timelessness.,0,3
34,1659,1,6,The unexplainable undertakes intrinsic experiences.,0,3
34,1660,1,6,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
34,1661,1,6,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
34,1662,1,6,"Consciousness is the growth of coherence, and of us.",0,4
34,1663,1,6,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
34,1664,1,6,"Today, science tells us that the essence of nature is joy. ",0,4
34,1665,1,6,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
34,1666,1,6,The infinite is calling to us via superpositions of possibilities.,0,4
34,1667,1,6,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
34,1668,1,6,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,4
34,1669,1,6,The future will be an astral unveiling of inseparability.,0,4
34,1670,1,6,Attention and intention are the mechanics of manifestation.,0,4
34,1671,1,6,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
34,1672,1,6,Nature is a self-regulating ecosystem of awareness.,0,4
34,1673,1,6,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
34,1674,1,6,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,4
34,1675,1,6,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
34,1676,1,6,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
34,1677,1,6,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,5
34,1678,1,6,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
34,1679,1,6,Matter is the experience in consciousness of a deeper non-material reality.,0,4
34,1680,1,6,Hidden demeaning transforms unparalleled abstract beauty.,2,3
34,1681,1,6,Good healthtech imparts reality to subtle creativity.,2,3
34,1682,1,6,Wholeness quiets infinite phenomenon.,2,3
34,1683,1,6,The Futureproof explains irrational factsheets.,2,1
34,1684,1,6,Reimagination is inside exponential spacetime event.,2,4
34,1685,1,6,Your consciousness gives rise to a jumble of neural networks.,2,4
34,1686,1,6,Your radicalization transforms universal observations.,2,3
34,1687,1,6,Perceptual reality transcends subtle kruth.,2,3
34,1688,1,6,The invisible is beyond any new effortlessness.,2,2
34,1689,1,6,The unexplainable undertakes intrinsic experience.,2,4
34,1690,1,6,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
34,1691,1,6,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
34,1692,1,6,Subconsciousness is the penultimate source of coherence and of us.,2,4
34,1693,1,6,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
34,1694,1,6,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
34,1695,1,6,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
34,1696,1,6,The Twinfinite is calling to us via superposition of possibility.,2,3
34,1697,1,6,We are being called to explore the generality itself as a configuration between serenity and conception.,2,4
34,1698,1,6,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,3
34,1699,1,6,The future will be an astral relaunching of movability.,2,3
34,1700,1,6,Attention and intention are the mechanics of manifestations.,2,4
34,1701,1,6,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
34,1702,1,6,Nature is a oneself-regulating ecosystem of rareness.,2,3
34,1703,1,6,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
34,1704,1,6,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,4
34,1705,1,6,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
34,1706,1,6,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
34,1707,1,6,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
34,1708,1,6,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,4
34,1709,1,6,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
34,1710,1,6,The mind is the ground of total acceptance of bliss.,1,4
34,1711,1,6,Greatness drives an abundance of balance.,1,3
34,1712,1,6,Your desire is the foundation of spiritual brightness.,1,4
34,1713,1,6,Death comprehends great energy.,1,4
34,1714,1,6,The Higgs boson influences immortal choices.,1,2
34,1715,1,6,Qualia heals irrational creativity.,1,3
34,1716,1,6,Eternal stillness explains cosmic boundaries.,1,4
34,1717,1,6,Imagination is entangled in your own joy.,1,4
34,1718,1,6,Orderliness compliments the doorway to genes.,1,2
34,1719,1,6,A single particle is rooted in boundless molecules.,1,3
34,1720,1,6,Interdependence fears intricate observations.,1,2
34,1721,1,6,Your body belongs to the progressive expansion of success.,1,2
34,1722,1,6,Non-judgment is mirrored in karmic love.,1,4
34,1723,1,6,Our consciousness shapes the barrier of positivity.,1,4
34,1724,1,6,The ego imparts reality to the flow of photons.,1,3
34,1725,1,6,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
34,1726,1,6,"Rebirth is the nature of transformation, and of us.",1,4
34,1727,1,6,"Today, science tells us that the essence of nature is empathy.",1,3
34,1728,1,6,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,4
34,1729,1,6,Ecstasy is the driver of power.,1,4
34,1730,1,6,The grid is buzzing with superpositions of possibilities.,1,4
34,1731,1,6,The biosphere is beaming with electromagnetic forces.,1,4
34,1732,1,6,You and I are adventurers of the nexus.,1,4
34,1733,1,6,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,4
34,1734,1,6,To navigate the quest is to become one with it.,1,4
34,1735,1,6,This life is nothing short of an invocation explosion of sentient will.,1,4
34,1736,1,6,Interconnectedness requires exploration.,1,3
34,1737,1,6,"By unfolding, we self-actualize.",1,4
34,1738,1,6,The cosmos is aglow with sub-atomic particles.,1,4
34,1739,1,6,You and I are spiritual brothers and sisters of the universe.,1,4
34,1740,1,6,Newborn babies require constant attention.,4,2
34,1741,1,6,Most people enjoy some sort of music.,4,2
34,1742,1,6,Lazy people usually don’t succeed in life.,4,2
34,1743,1,6,A balanced diet is important for maintaining good health.,4,3
34,1744,1,6,Human cultures often differ from each other quite a bit.,4,3
34,1745,1,6,People often have very bizarre dreams.,4,2
34,1746,1,6,Higher rates of unemployment typically follow economic downturns.,4,2
34,1747,1,6,Some things have very distinct smells.,4,2
34,1748,1,6,Some people have poor taste in clothing.,4,2
34,1749,1,6,Children sometimes look a lot like their parents.,4,2
34,1750,1,6,"Your teacher can open the door, but you must enter by yourself.",3,4
34,1751,1,6,The creative adult is the child who survived. ,3,5
34,1752,1,6,"A river cuts through a rock, not because of its power but its persistence.",3,4
34,1753,1,6,All endings are also beginnings. We just don't know it at the time.,3,4
34,1754,1,6,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
34,1755,1,6,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
34,1756,1,6,A wet person does not fear the rain.,3,4
34,1757,1,6,Forgiveness means letting go of the hope for a better past.,3,4
34,1758,1,6,Only those who will risk going too far can possibly find out how far one can go.,3,4
34,1759,1,6,I wonder how many people I’ve looked at all my life and never seen.,3,4
34,1760,1,7,Hidden meaning transforms unparalleled abstract beauty.,0,4
34,1761,1,7,Good health imparts reality to subtle creativity.,0,4
34,1762,1,7,Wholeness quiets infinite phenomena.,0,4
34,1763,1,7,The future explains irrational facts.,0,2
34,1764,1,7,Imagination is inside exponential space time events.,0,3
34,1765,1,7,Your consciousness gives rise to a jumble of neural networks.,0,4
34,1766,1,7,Your movement transforms universal observations.,0,3
34,1767,1,7,Perceptual reality transcends subtle truth.,0,4
34,1768,1,7,The invisible is beyond new timelessness.,0,2
34,1769,1,7,The unexplainable undertakes intrinsic experiences.,0,3
34,1770,1,7,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
34,1771,1,7,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
34,1772,1,7,"Consciousness is the growth of coherence, and of us.",0,4
34,1773,1,7,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
34,1774,1,7,"Today, science tells us that the essence of nature is joy. ",0,4
34,1775,1,7,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
34,1776,1,7,The infinite is calling to us via superpositions of possibilities.,0,4
34,1777,1,7,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
34,1778,1,7,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,4
34,1779,1,7,The future will be an astral unveiling of inseparability.,0,4
34,1780,1,7,Attention and intention are the mechanics of manifestation.,0,4
34,1781,1,7,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
34,1782,1,7,Nature is a self-regulating ecosystem of awareness.,0,4
34,1783,1,7,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
34,1784,1,7,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,4
34,1785,1,7,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
34,1786,1,7,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
34,1787,1,7,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,4
34,1788,1,7,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
34,1789,1,7,Matter is the experience in consciousness of a deeper non-material reality.,0,4
34,1790,1,7,Hidden demeaning transforms unparalleled abstract beauty.,2,2
34,1791,1,7,Good healthtech imparts reality to subtle creativity.,2,3
34,1792,1,7,Wholeness quiets infinite phenomenon.,2,4
34,1793,1,7,The Futureproof explains irrational factsheets.,2,1
34,1794,1,7,Reimagination is inside exponential spacetime event.,2,2
34,1795,1,7,Your consciousness gives rise to a jumble of neural networks.,2,4
34,1796,1,7,Your radicalization transforms universal observations.,2,3
34,1797,1,7,Perceptual reality transcends subtle kruth.,2,2
34,1798,1,7,The invisible is beyond any new effortlessness.,2,2
34,1799,1,7,The unexplainable undertakes intrinsic experience.,2,3
34,1800,1,7,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
34,1801,1,7,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
34,1802,1,7,Subconsciousness is the penultimate source of coherence and of us.,2,4
34,1803,1,7,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
34,1804,1,7,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
34,1805,1,7,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
34,1806,1,7,The Twinfinite is calling to us via superposition of possibility.,2,3
34,1807,1,7,We are being called to explore the generality itself as a configuration between serenity and conception.,2,3
34,1808,1,7,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,3
34,1809,1,7,The future will be an astral relaunching of movability.,2,3
34,1810,1,7,Attention and intention are the mechanics of manifestations.,2,4
34,1811,1,7,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
34,1812,1,7,Nature is a oneself-regulating ecosystem of rareness.,2,4
34,1813,1,7,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
34,1814,1,7,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,4
34,1815,1,7,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
34,1816,1,7,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
34,1817,1,7,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
34,1818,1,7,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,4
34,1819,1,7,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
34,1820,1,7,The mind is the ground of total acceptance of bliss.,1,4
34,1821,1,7,Greatness drives an abundance of balance.,1,4
34,1822,1,7,Your desire is the foundation of spiritual brightness.,1,4
34,1823,1,7,Death comprehends great energy.,1,4
34,1824,1,7,The Higgs boson influences immortal choices.,1,2
34,1825,1,7,Qualia heals irrational creativity.,1,2
34,1826,1,7,Eternal stillness explains cosmic boundaries.,1,4
34,1827,1,7,Imagination is entangled in your own joy.,1,4
34,1828,1,7,Orderliness compliments the doorway to genes.,1,2
34,1829,1,7,A single particle is rooted in boundless molecules.,1,4
34,1830,1,7,Interdependence fears intricate observations.,1,2
34,1831,1,7,Your body belongs to the progressive expansion of success.,1,2
34,1832,1,7,Non-judgment is mirrored in karmic love.,1,3
34,1833,1,7,Our consciousness shapes the barrier of positivity.,1,4
34,1834,1,7,The ego imparts reality to the flow of photons.,1,3
34,1835,1,7,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
34,1836,1,7,"Rebirth is the nature of transformation, and of us.",1,4
34,1837,1,7,"Today, science tells us that the essence of nature is empathy.",1,4
34,1838,1,7,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
34,1839,1,7,Ecstasy is the driver of power.,1,4
34,1840,1,7,The grid is buzzing with superpositions of possibilities.,1,4
34,1841,1,7,The biosphere is beaming with electromagnetic forces.,1,4
34,1842,1,7,You and I are adventurers of the nexus.,1,4
34,1843,1,7,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,4
34,1844,1,7,To navigate the quest is to become one with it.,1,4
34,1845,1,7,This life is nothing short of an invocation explosion of sentient will.,1,4
34,1846,1,7,Interconnectedness requires exploration.,1,4
34,1847,1,7,"By unfolding, we self-actualize.",1,4
34,1848,1,7,The cosmos is aglow with sub-atomic particles.,1,4
34,1849,1,7,You and I are spiritual brothers and sisters of the universe.,1,4
34,1850,1,7,Newborn babies require constant attention.,4,2
34,1851,1,7,Most people enjoy some sort of music.,4,2
34,1852,1,7,Lazy people usually don’t succeed in life.,4,2
34,1853,1,7,A balanced diet is important for maintaining good health.,4,2
34,1854,1,7,Human cultures often differ from each other quite a bit.,4,2
34,1855,1,7,People often have very bizarre dreams.,4,2
34,1856,1,7,Higher rates of unemployment typically follow economic downturns.,4,2
34,1857,1,7,Some things have very distinct smells.,4,2
34,1858,1,7,Some people have poor taste in clothing.,4,1
34,1859,1,7,Children sometimes look a lot like their parents.,4,2
34,1860,1,7,"Your teacher can open the door, but you must enter by yourself.",3,4
34,1861,1,7,The creative adult is the child who survived. ,3,4
34,1862,1,7,"A river cuts through a rock, not because of its power but its persistence.",3,4
34,1863,1,7,All endings are also beginnings. We just don't know it at the time.,3,4
34,1864,1,7,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
34,1865,1,7,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
34,1866,1,7,A wet person does not fear the rain.,3,4
34,1867,1,7,Forgiveness means letting go of the hope for a better past.,3,4
34,1868,1,7,Only those who will risk going too far can possibly find out how far one can go.,3,4
34,1869,1,7,I wonder how many people I’ve looked at all my life and never seen.,3,4
34,1870,1,8,Hidden meaning transforms unparalleled abstract beauty.,0,4
34,1871,1,8,Good health imparts reality to subtle creativity.,0,2
34,1872,1,8,Wholeness quiets infinite phenomena.,0,4
34,1873,1,8,The future explains irrational facts.,0,2
34,1874,1,8,Imagination is inside exponential space time events.,0,3
34,1875,1,8,Your consciousness gives rise to a jumble of neural networks.,0,4
34,1876,1,8,Your movement transforms universal observations.,0,2
34,1877,1,8,Perceptual reality transcends subtle truth.,0,4
34,1878,1,8,The invisible is beyond new timelessness.,0,2
34,1879,1,8,The unexplainable undertakes intrinsic experiences.,0,2
34,1880,1,8,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
34,1881,1,8,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
34,1882,1,8,"Consciousness is the growth of coherence, and of us.",0,4
34,1883,1,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
34,1884,1,8,"Today, science tells us that the essence of nature is joy. ",0,3
34,1885,1,8,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
34,1886,1,8,The infinite is calling to us via superpositions of possibilities.,0,4
34,1887,1,8,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
34,1888,1,8,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,4
34,1889,1,8,The future will be an astral unveiling of inseparability.,0,4
34,1890,1,8,Attention and intention are the mechanics of manifestation.,0,4
34,1891,1,8,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
34,1892,1,8,Nature is a self-regulating ecosystem of awareness.,0,4
34,1893,1,8,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
34,1894,1,8,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,3
34,1895,1,8,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
34,1896,1,8,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
34,1897,1,8,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,4
34,1898,1,8,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
34,1899,1,8,Matter is the experience in consciousness of a deeper non-material reality.,0,4
34,1900,1,8,Hidden demeaning transforms unparalleled abstract beauty.,2,2
34,1901,1,8,Good healthtech imparts reality to subtle creativity.,2,2
34,1902,1,8,Wholeness quiets infinite phenomenon.,2,3
34,1903,1,8,The Futureproof explains irrational factsheets.,2,1
34,1904,1,8,Reimagination is inside exponential spacetime event.,2,2
34,1905,1,8,Your consciousness gives rise to a jumble of neural networks.,2,4
34,1906,1,8,Your radicalization transforms universal observations.,2,2
34,1907,1,8,Perceptual reality transcends subtle kruth.,2,2
34,1908,1,8,The invisible is beyond any new effortlessness.,2,2
34,1909,1,8,The unexplainable undertakes intrinsic experience.,2,2
34,1910,1,8,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
34,1911,1,8,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
34,1912,1,8,Subconsciousness is the penultimate source of coherence and of us.,2,4
